4,8
16,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
18,9
17,9
17,9
17,9
17,9
17,9
20,8
19,8
26,1
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
25,4
30,4
29,8
29,8
928,4
927,5
927,5
927,5
927,5
927,5
934,8
933,8
933,8
933,8
942,6
941,6
888,0
902,0
901,0
912,0
911,0
911,0
452,8
470,8
482,9
481,9
4,8
1,9
1,9
14,9
15,9
15,9
15,9
15,9
15,9
15,9
11,9
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
16,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
18,9
17,9
17,9
17,9
17,9
17,9
17,9
20,8
19,8
24,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
28,7
27,7
27,7
3,8
11,9
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
16,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
15,9
18,9
17,9
17,9
17,9
17,9
20,8
19,8
19,8
24,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
28,7
27,7
27,7
27,7
27,7
27,7
4,8
1,9
1,9
16,9
18,9
17,9
138,4
152,3
166,1
614,1
636,1
642,1
641,1
641,1
490,1
502,1
520,1
519,1
519,1
842,1
841,1
860,1
872,1
692,5
691,5
696,8
695,8
695,8
706,9
705,9
705,9
705,9
705,9
705,9
705,9
705,9
705,9
705,9
4,8
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
16,9
15,9
15,9
15,9
15,9
18,9
17,9
452,8
451,9
468,8
467,8
484,3
356,0
355,0
376,0
375,0
375,0
375,0
398,0
708,7
722,5
736,5
735,8
452,8
451,9
451,9
451,9
451,9
451,9
451,9
451,9
451,9
451,9
472,8
471,8
471,8
474,3
60,7
59,7
96,7
95,7
112,7
111,8
111,8
794,8
793,9
793,9
808,9
807,9
830,8
829,7
829,7
68,7
72,7
71,7
71,7
71,7
108,7
708,7
707,7
722,5
736,5
735,8
804,8
803,9
803,9
803,9
803,9
803,9
803,9
803,9
814,9
813,9
813,9
828,9
827,8
827,8
827,8
458,9
457,9
472,8
471,8
471,8
474,3
60,7
59,7
59,7
59,7
59,7
59,7
92,7
91,7
91,7
104,7
560,7
576,4
575,4
575,4
575,4
575,4
575,4
575,4
575,4
575,4
575,4
575,4
575,4
594,4
593,4
593,4
593,4
593,4
22,5
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
24,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
28,7
27,7
27,7
4,8
1,9
1,9
1,9
16,9
15,9
18,9
20,8
19,8
19,8
19,8
19,8
19,8
19,8
26,1
25,4
25,4
25,4
25,4
25,4
